totalAllocated,totalExpenditure,utilizationPercentage,totalMPs,totalWorksCompleted,totalWorksRecommended,completionRate,totalTransactions,avgAllocation,pendingWorks,paymentGap,completedWorksValue,inProgressPayments
"115382352638.82","36605418701.14","31.72531835585421","748","30619","91252","33.55433305571385","99238","154254482.1374599","60633","53.73174436747382","16936688700","19668730001.14"
